Item Code,AG,Unit Weight,Complexity Code,Product Group,Stock Value,Product Category Description,IMAGE
51D4B2YLOGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17.03,RE,National Sales8,152526.97,Category 10276,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YLO.jpg
513220YTUHAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,16.33,RE,Unified Region Sales10-National Sales39,149174.55,Category 2666,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220YTU.jpg
51D4A1YJHGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.3,RE,Unified Region Sales12-National Sales22,75314.2,Category 8702,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJH.jpg
51D3D2YLIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.91,RE,Unified Region Sales13-National Sales32,89399.88,Category 7419,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLI.jpg
51D4B2YLNEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.22,RE,Unified Region Sales13-National Sales38,136311.18,Category 10275,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YLN.jpg
51D2A2YOYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.04,RE,Unified Region Sales13-National Sales64,138193.37,Category 4747,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2A2YOY.jpg
51D4G2YAAGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.95,RE,Unified Region Sales13-National Sales74,93785,Category 12222,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4G2YAA.jpg
514025YPCKAB00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,19.19,RE,Unified Region Sales142-National Sales374,174093.76,Category 3229,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=4025YPC.jpg
51D4B1YBYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.49,RE,Unified Region Sales15-National Sales52,76992.89,Category 9555,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B1YBY.jpg
513515YQLOAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.11,RE,Unified Region Sales177-National Sales898,75402.01,Category 2792,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3515YQL.jpg
51D4C1YCFGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.31,RE,Unified Region Sales17-National Sales93,56540.24,Category 11617,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4C1YCF.jpg
51D4B2YEIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.74,RE,Unified Region Sales18-National Sales24,78337.5,Category 10268,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YEI.jpg
51D2A2YGFEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.54,RE,Unified Region Sales18-National Sales94,59334.88,Category 4731,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2A2YGF.jpg
51D3B4YEHGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.45,RE,Unified Region Sales1-National Sales1,49785.75,Category 6247,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B4YEH.jpg
51D3MSYGSGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.99,RE,Unified Region Sales1-National Sales1,82160.19,Category 7964,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3MSYGS.jpg
51D4B2YUUGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.08,RE,Unified Region Sales1-National Sales1,45836.84,Category 10289,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YUU.jpg
51D4B2YUVGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.19,RE,Unified Region Sales1-National Sales1,64902.43,Category 10290,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YUV.jpg
51D4B2YUXGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.09,RE,Unified Region Sales1-National Sales1,54904.96,Category 10291,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YUX.jpg
51D2J1YTGGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,16.95,RE,Unified Region Sales1-National Sales1,119081,Category 5275,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YTG.jpg
51D3J2TAAHBAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14.61,RE,Unified Region Sales1-National Sales1,103005,Category 7833,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3J2TAA.jpg
51D3J2TAPHBAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.23,RE,Unified Region Sales1-National Sales1,78746,Category 7840,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3J2TAP.jpg
51D3MSYLJUAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,38.95,RE,Unified Region Sales1-National Sales1,283325,Category 7989,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3MSYLJ.jpg
51D4A1YJAFAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.75,RE,Unified Region Sales1-National Sales1,61240.42,Category 8696,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJA.jpg
51D4A1YJEFAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.75,RE,Unified Region Sales1-National Sales1,57922,Category 8699,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJE.jpg
51DXPLYRVGAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.25,RE,Unified Region Sales1-National Sales1,71757,Category 18483,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=DXPLYRV.jpg
51D2J1YXJGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.2,RE,Unified Region Sales1-National Sales2,121258.04,Category 5292,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YXJ.jpg
51D4A1YJMFAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.23,RE,Unified Region Sales1-National Sales2,92808.87,Category 8706,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJM.jpg
51DXPLCNAGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.93,RE,Unified Region Sales1-National Sales2,90848.78,Category 18221,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=DXPLCNA.jpg
51DXPLYROGAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.17,RE,Unified Region Sales1-National Sales2,85550,Category 18478,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=DXPLYRO.jpg
51D2J1YWJGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.15,RE,Unified Region Sales1-National Sales3,111609.59,Category 5278,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YWJ.jpg
51D3MSYLGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.86,RE,Unified Region Sales1-National Sales3,52535.58,Category 7987,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3MSYLG.jpg
51D2J1YWQGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17.14,RE,Unified Region Sales1-National Sales5,157527.02,Category 5283,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YWQ.jpg
51D3B2YFUGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.23,RE,Unified Region Sales1-National Sales6,139107.78,Category 6024,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B2YFU.jpg
51D3B1YZUIAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.14,RE,Unified Region Sales1-National Sales7,85038.88,Category 5888,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YZU.jpg
51D3B1YZVIAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.08,RE,Unified Region Sales1-National Sales8,56537.56,Category 5889,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YZV.jpg
51D3D2YLKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.68,RE,Unified Region Sales20-National Sales42,123425.61,Category 7421,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLK.jpg
51D4B2YMJMAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.92,RE,Unified Region Sales20-National Sales42,115093,Category 10284,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YMJ.jpg
51D2P2YWMGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.64,RE,Unified Region Sales21-National Sales27,42386.4,Category 5438,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2P2YWM.jpg
51D4B1YCGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.15,RE,Unified Region Sales22-National Sales39,110203.73,Category 9563,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B1YCG.jpg
51D4A1YJLGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.23,RE,Unified Region Sales23-National Sales32,65559.65,Category 8705,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJL.jpg
51D3D2YLLUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14.22,RE,Unified Region Sales24-National Sales43,128307.06,Category 7422,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLL.jpg
51D4B1YCKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.97,RE,Unified Region Sales25-National Sales27,117689.78,Category 9567,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B1YCK.jpg
512M19YBJMAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.68,RE,Unified Region Sales26-National Sales201,115831.8,Category 2192,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2M19YBJ.jpg
51D4B2YUZGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.16,RE,Unified Region Sales27-National Sales76,91023.44,Category 10292,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YUZ.jpg
51D1MPYCVUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14.89,RE,Unified Region Sales28-National Sales37,138497.47,Category 4546,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D1MPYCV.jpg
51D4B2YVCGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.6,RE,Unified Region Sales29-National Sales51,103924.4,Category 10294,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YVC.jpg
51D3BBYGBGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.6,RE,Unified Region Sales2-National Sales2,59888.4,Category 6347,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3BBYGB.jpg
51D4A1YJDFAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.64,RE,Unified Region Sales2-National Sales2,68935.72,Category 8698,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJD.jpg
51D3J2TALHBAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14.27,RE,Unified Region Sales2-National Sales3,100720,Category 7838,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3J2TAL.jpg
51D3M1PBYAAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.93,RE,Unified Region Sales2-National Sales3,71080.71,Category 7845,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3M1PBY.jpg
51D4B2TLTGBA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,16.81,RE,Unified Region Sales2-National Sales3,151685.65,Category 9822,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2TLT.jpg
51D4PTYWYGAAP5,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.54,RE,Unified Region Sales2-National Sales3,65068,Category 14549,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4PTYWY.jpg
51DXPLYRSGAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.43,RE,Unified Region Sales2-National Sales3,72829,Category 18481,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=DXPLYRS.jpg
51D3B1YZYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.12,RE,Unified Region Sales2-National Sales6,47271.96,Category 5892,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YZY.jpg
51D3BBYFVGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,18.24,RE,Unified Region Sales2-National Sales6,165491.61,Category 6343,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3BBYFV.jpg
51D4B2TLWGBA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15,RE,Unified Region Sales2-National Sales6,135326.95,Category 9825,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2TLW.jpg
51D4A1YJJEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.18,RE,Unified Region Sales2-National Sales7,65115.02,Category 8703,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJJ.jpg
51D2J1YXRGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.14,RE,Unified Region Sales2-National Sales8,93204.02,Category 5296,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YXR.jpg
51D4B2YEKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.96,RE,Unified Region Sales2-National Sales8,98226.48,Category 10269,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YEK.jpg
51D3B1YZSGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.02,RE,Unified Region Sales2-National Sales9,74602.04,Category 5887,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YZS.jpg
51D4B2YLEEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.07,RE,Unified Region Sales30-National Sales146,90199.21,Category 10274,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YLE.jpg
51D3D2YLDGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.61,RE,Unified Region Sales30-National Sales50,68656,Category 7415,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLD.jpg
51D4A1YJNEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.81,RE,Unified Region Sales32-National Sales41,79960.09,Category 8707,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJN.jpg
513220YOBMAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.69,RE,Unified Region Sales32-National Sales72,70248.15,Category 2662,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220YOB.jpg
513218YEWGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12,RE,Unified Region Sales35-National Sales61,111132,Category 2528,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3218YEW.jpg
51D4B2YVBEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.56,RE,Unified Region Sales36-National Sales116,67747.96,Category 10293,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YVB.jpg
51D2P2YWKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.13,RE,Unified Region Sales37-National Sales58,46871.69,Category 5437,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2P2YWK.jpg
51D3B1YRNGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.77,RE,Unified Region Sales3-National Sales10,71715.63,Category 5882,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YRN.jpg
51D2J1YYPGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.88,RE,Unified Region Sales3-National Sales11,72363.37,Category 5308,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YYP.jpg
51D2A2YGGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.13,RE,Unified Region Sales3-National Sales12,104882.28,Category 4732,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2A2YGG.jpg
51D3B1YZKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.27,RE,Unified Region Sales3-National Sales4,48610.45,Category 5884,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YZK.jpg
51D3MSYEXGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,18.28,RE,Unified Region Sales3-National Sales4,166987.8,Category 7939,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3MSYEX.jpg
51D3B4YEIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.82,RE,Unified Region Sales3-National Sales4,44030.7,Category 6248,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B4YEI.jpg
51DXPLCNIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.26,RE,Unified Region Sales3-National Sales4,84683.03,Category 18229,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=DXPLCNI.jpg
51D3BBCGZGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,3.82,RE,Unified Region Sales3-National Sales7,34698.98,Category 6276,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3BBCGZ.jpg
51D4A1YJKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.5,RE,Unified Region Sales3-National Sales7,86184.85,Category 8704,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJK.jpg
51D4B2YLCGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.29,RE,Unified Region Sales3-National Sales7,101156.06,Category 10272,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YLC.jpg
51D4B1YCQGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.46,RE,Unified Region Sales3-National Sales8,58857,Category 9572,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B1YCQ.jpg
51D2A2CRCIAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,18.2,RE,Unified Region Sales40-National Sales115,129632,Category 4694,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2A2CRC.jpg
51D4B2YVGEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.75,RE,Unified Region Sales42-National Sales95,69414.33,Category 10296,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YVG.jpg
513220YTTIAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.86,RE,Unified Region Sales432-National Sales1239,89442.41,Category 2665,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220YTT.jpg
513220YOFGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.4,RE,Unified Region Sales46-National Sales118,122363.32,Category 2663,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220YOF.jpg
513016YDGMAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.89,RE,Unified Region Sales47-National Sales103,62940.15,Category 2261,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3016YDG.jpg
51D4B2YMKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.17,RE,Unified Region Sales49-National Sales106,100072.03,Category 10285,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YMK.jpg
51D3C4YCLGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.56,RE,Unified Region Sales4-National Sales10,126135.12,Category 7065,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3C4YCL.jpg
51D3B2YFQMAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17.4,RE,Unified Region Sales4-National Sales14,161864.1,Category 6021,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B2YFQ.jpg
51D4A1YJQGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.75,RE,Unified Region Sales4-National Sales18,78951.25,Category 8710,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJQ.jpg
51D2A2YOZGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.63,RE,Unified Region Sales4-National Sales21,87942.64,Category 4748,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2A2YOZ.jpg
51D3B1YZXGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.72,RE,Unified Region Sales4-National Sales25,61786.84,Category 5891,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YZX.jpg
51D3BBCHAGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.92,RE,Unified Region Sales4-National Sales5,53672.72,Category 6277,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3BBCHA.jpg
51D3B1YROGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.3,RE,Unified Region Sales4-National Sales5,67377.06,Category 5883,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1YRO.jpg
51D4B1TFOGBACZ,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.63,RE,Unified Region Sales4-National Sales6,82240,Category 9498,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B1TFO.jpg
51D3BBCGYUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.32,RE,Unified Region Sales4-National Sales7,75486.6,Category 6275,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3BBCGY.jpg
513220YTSOAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.96,RE,Unified Region Sales4-National Sales7,107149.64,Category 2664,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220YTS.jpg
51D4B1YCOGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.81,RE,Unified Region Sales4-National Sales9,75237,Category 9570,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B1YCO.jpg
513018YKPNAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.03,RE,Unified Region Sales54-National Sales282,65058.52,Category 2339,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3018YKP.jpg
